,artist,album,song_name,release_date,duration_ms,popularity,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
52,The Fray,The Fray,You Found Me,2009-02-02,241853,74,4IoYz8XqqdowINzfRrFnhi,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,151.994,audio_features,4IoYz8XqqdowINzfRrFnhi,spotify:track:4IoYz8XqqdowINzfRrFnhi,https://api.spotify.com/v1/tracks/4IoYz8XqqdowINzfRrFnhi,https://api.spotify.com/v1/audio-analysis/4IoYz8XqqdowINzfRrFnhi,241853,4
53,Evanescence,Fallen,My Immortal,2003-03-04,262533,74,4UzVcXufOhGUwF56HT7b8M,0.19,0.265,9,-9.206,1,0.0356,0.863,0.0,0.134,0.101,79.012,audio_features,4UzVcXufOhGUwF56HT7b8M,spotify:track:4UzVcXufOhGUwF56HT7b8M,https://api.spotify.com/v1/tracks/4UzVcXufOhGUwF56HT7b8M,https://api.spotify.com/v1/audio-analysis/4UzVcXufOhGUwF56HT7b8M,262533,4
54,ZAYN,Dusk Till Dawn (feat. Sia) [Radio Edit],Dusk Till Dawn (feat. Sia) - Radio Edit,2017-09-07,239000,74,1j4kHkkpqZRBwE0A4CN4Yv,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,audio_features,1j4kHkkpqZRBwE0A4CN4Yv,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv,https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv,239000,4
55,X Ambassadors,VHS,Unsteady,2015-06-30,193546,74,7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,audio_features,7lGKEWMXVWWTt3X71Bv44I,spotify:track:7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/tracks/7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/audio-analysis/7lGKEWMXVWWTt3X71Bv44I,193547,4
56,Tom Odell,Long Way Down (Deluxe),Heal,2013-06-24,193080,74,4KlL5Bwlm4yHYxr0B2rHci,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,audio_features,4KlL5Bwlm4yHYxr0B2rHci,spotify:track:4KlL5Bwlm4yHYxr0B2rHci,https://api.spotify.com/v1/tracks/4KlL5Bwlm4yHYxr0B2rHci,https://api.spotify.com/v1/audio-analysis/4KlL5Bwlm4yHYxr0B2rHci,193080,4
57,Birdy,Birdy,Skinny Love,2011-11-04,201080,74,4RL77hMWUq35NYnPLXBpih,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,audio_features,4RL77hMWUq35NYnPLXBpih,spotify:track:4RL77hMWUq35NYnPLXBpih,https://api.spotify.com/v1/tracks/4RL77hMWUq35NYnPLXBpih,https://api.spotify.com/v1/audio-analysis/4RL77hMWUq35NYnPLXBpih,201080,4
58,Labrinth,Jealous - EP,Jealous,2014-11-23,287693,73,4G92yYrUs0cvY7G41YRI0z,0.439,0.153,1,-8.95,1,0.0479,0.874,0.0,0.107,0.104,116.76,audio_features,4G92yYrUs0cvY7G41YRI0z,spotify:track:4G92yYrUs0cvY7G41YRI0z,https://api.spotify.com/v1/tracks/4G92yYrUs0cvY7G41YRI0z,https://api.spotify.com/v1/audio-analysis/4G92yYrUs0cvY7G41YRI0z,287693,3
59,Billie Eilish,Happier Than Ever,Your Power,2021-07-30,245896,73,042Sl6Mn83JHyLEqdK7uI0,0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,audio_features,042Sl6Mn83JHyLEqdK7uI0,spotify:track:042Sl6Mn83JHyLEqdK7uI0,https://api.spotify.com/v1/tracks/042Sl6Mn83JHyLEqdK7uI0,https://api.spotify.com/v1/audio-analysis/042Sl6Mn83JHyLEqdK7uI0,245897,4
60,Alex & Sierra,It's About Us,Little Do You Know,2014-10-06,185200,73,1almCHdsfikRPfVB9VrEdT,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,audio_features,1almCHdsfikRPfVB9VrEdT,spotify:track:1almCHdsfikRPfVB9VrEdT,https://api.spotify.com/v1/tracks/1almCHdsfikRPfVB9VrEdT,https://api.spotify.com/v1/audio-analysis/1almCHdsfikRPfVB9VrEdT,185200,4
61,Air Supply,Lost in Love,All Out of Love,1980-02-25,243000,73,7dQC53NiYOY9gKg3Qsu2Bs,0.513,0.262,0,-16.875,1,0.0276,0.313,5.51e-06,0.456,0.357,108.383,audio_features,7dQC53NiYOY9gKg3Qsu2Bs,spotify:track:7dQC53NiYOY9gKg3Qsu2Bs,https://api.spotify.com/v1/tracks/7dQC53NiYOY9gKg3Qsu2Bs,https://api.spotify.com/v1/audio-analysis/7dQC53NiYOY9gKg3Qsu2Bs,243000,4
62,Coldplay,Parachutes,Trouble,2000-07-10,273426,72,0R8P9KfGJCDULmlEoBagcO,0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757,audio_features,0R8P9KfGJCDULmlEoBagcO,spotify:track:0R8P9KfGJCDULmlEoBagcO,https://api.spotify.com/v1/tracks/0R8P9KfGJCDULmlEoBagcO,https://api.spotify.com/v1/audio-analysis/0R8P9KfGJCDULmlEoBagcO,273427,4
63,Ellie Goulding,Halcyon Nights,How Long Will I Love You,2012-10-12,154440,72,3X003bO0MMxXEsJJxidiig,0.492,0.332,0,-9.282,1,0.0334,0.208,0.00106,0.118,0.134,125.722,audio_features,3X003bO0MMxXEsJJxidiig,spotify:track:3X003bO0MMxXEsJJxidiig,https://api.spotify.com/v1/tracks/3X003bO0MMxXEsJJxidiig,https://api.spotify.com/v1/audio-analysis/3X003bO0MMxXEsJJxidiig,154440,5
64,Bon Iver,"For Emma, Forever Ago",Skinny Love,2008-02-19,238520,72,3B3eOgLJSqPEA0RfboIQVM,0.592,0.263,4,-14.029,0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,audio_features,3B3eOgLJSqPEA0RfboIQVM,spotify:track:3B3eOgLJSqPEA0RfboIQVM,https://api.spotify.com/v1/tracks/3B3eOgLJSqPEA0RfboIQVM,https://api.spotify.com/v1/audio-analysis/3B3eOgLJSqPEA0RfboIQVM,238520,4
65,Lewis Capaldi,Before You Go,Before You Go,2019-11-19,215106,71,7ce20yLkzuXXLUhzIDoZih,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,audio_features,7ce20yLkzuXXLUhzIDoZih,spotify:track:7ce20yLkzuXXLUhzIDoZih,https://api.spotify.com/v1/tracks/7ce20yLkzuXXLUhzIDoZih,https://api.spotify.com/v1/audio-analysis/7ce20yLkzuXXLUhzIDoZih,215107,4
66,Celeste,Not Your Muse (Deluxe),Strange,2021-01-29,255986,71,7sq2z9oX2S0CvgTqCZ0ko4,0.286,0.0847,2,-9.883,1,0.0397,0.934,6.94e-06,0.121,0.112,70.743,audio_features,7sq2z9oX2S0CvgTqCZ0ko4,spotify:track:7sq2z9oX2S0CvgTqCZ0ko4,https://api.spotify.com/v1/tracks/7sq2z9oX2S0CvgTqCZ0ko4,https://api.spotify.com/v1/audio-analysis/7sq2z9oX2S0CvgTqCZ0ko4,255987,4
67,The Kid LAROI,THE FIRST TIME,BLEED,2023-11-10,169990,70,2m6HgwjakjAXimujX8m4sk,0.566,0.417,10,-7.025,0,0.0256,0.647,0.0,0.188,0.669,174.798,audio_features,2m6HgwjakjAXimujX8m4sk,spotify:track:2m6HgwjakjAXimujX8m4sk,https://api.spotify.com/v1/tracks/2m6HgwjakjAXimujX8m4sk,https://api.spotify.com/v1/audio-analysis/2m6HgwjakjAXimujX8m4sk,169990,3
68,Billie Eilish,Six Feet Under,Six Feet Under,2016-11-17,189613,73,2VlLbhGLVJgdOW7kKdWWFc,0.576,0.307,11,-12.732,0,0.0428,0.807,0.000355,0.0792,0.157,67.513,audio_features,2VlLbhGLVJgdOW7kKdWWFc,spotify:track:2VlLbhGLVJgdOW7kKdWWFc,https://api.spotify.com/v1/tracks/2VlLbhGLVJgdOW7kKdWWFc,https://api.spotify.com/v1/audio-analysis/2VlLbhGLVJgdOW7kKdWWFc,189613,4
69,Dylan Conrique,birthday cake,birthday cake,2022-02-02,205280,70,7dDrR6vMK1JAwZZ5MIWgme,0.436,0.255,3,-8.623,1,0.0364,0.955,3.28e-05,0.106,0.15,113.265,audio_features,7dDrR6vMK1JAwZZ5MIWgme,spotify:track:7dDrR6vMK1JAwZZ5MIWgme,https://api.spotify.com/v1/tracks/7dDrR6vMK1JAwZZ5MIWgme,https://api.spotify.com/v1/audio-analysis/7dDrR6vMK1JAwZZ5MIWgme,205280,4
70,Sam Smith,In The Lonely Hour,Lay Me Down,2014-05-26,253208,70,74sb4Gib0cL3TQeCjYF8vh,0.417,0.332,4,-9.482,1,0.0494,0.773,1.95e-05,0.109,0.172,119.156,audio_features,74sb4Gib0cL3TQeCjYF8vh,spotify:track:74sb4Gib0cL3TQeCjYF8vh,https://api.spotify.com/v1/tracks/74sb4Gib0cL3TQeCjYF8vh,https://api.spotify.com/v1/audio-analysis/74sb4Gib0cL3TQeCjYF8vh,253208,4
71,James Blunt,Back to Bedlam,Goodbye My Lover,2005-08-08,258653,70,6gxycjJNMgmAyfzUXBN80P,0.432,0.261,4,-12.591,1,0.0512,0.953,0.00342,0.0903,0.273,89.567,audio_features,6gxycjJNMgmAyfzUXBN80P,spotify:track:6gxycjJNMgmAyfzUXBN80P,https://api.spotify.com/v1/tracks/6gxycjJNMgmAyfzUXBN80P,https://api.spotify.com/v1/audio-analysis/6gxycjJNMgmAyfzUXBN80P,258653,4
72,James TW,Chapters,When You Love Someone,2019-04-26,216560,70,0TXNKTzawI6VgLoA9UauRp,0.681,0.453,7,-6.09,1,0.0278,0.263,0.0,0.0543,0.348,125.772,audio_features,0TXNKTzawI6VgLoA9UauRp,spotify:track:0TXNKTzawI6VgLoA9UauRp,https://api.spotify.com/v1/tracks/0TXNKTzawI6VgLoA9UauRp,https://api.spotify.com/v1/audio-analysis/0TXNKTzawI6VgLoA9UauRp,216560,4
73,MIIA,Dynasty,Dynasty,2015-09-22,225515,70,37G4GK7vIzFjGWsDTWcA85,0.492,0.594,8,-4.403,0,0.0377,0.256,0.0,0.0759,0.304,123.768,audio_features,37G4GK7vIzFjGWsDTWcA85,spotify:track:37G4GK7vIzFjGWsDTWcA85,https://api.spotify.com/v1/tracks/37G4GK7vIzFjGWsDTWcA85,https://api.spotify.com/v1/audio-analysis/37G4GK7vIzFjGWsDTWcA85,225515,4
74,Lewis Capaldi,Breach,Someone You Loved,2018-11-08,182160,71,2TIlqbIneP0ZY1O0EzYLlc,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,2TIlqbIneP0ZY1O0EzYLlc,spotify:track:2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/tracks/2TIlqbIneP0ZY1O0EzYLlc,https://api.spotify.com/v1/audio-analysis/2TIlqbIneP0ZY1O0EzYLlc,182161,4
75,Halsey,hopeless fountain kingdom (Deluxe),Sorry,2017-06-02,220540,70,44n97yHySt0Z9rqPaXgjCK,0.513,0.25,5,-9.376,0,0.0367,0.913,0.0,0.117,0.351,74.103,audio_features,44n97yHySt0Z9rqPaXgjCK,spotify:track:44n97yHySt0Z9rqPaXgjCK,https://api.spotify.com/v1/tracks/44n97yHySt0Z9rqPaXgjCK,https://api.spotify.com/v1/audio-analysis/44n97yHySt0Z9rqPaXgjCK,220541,4
76,James Bay,Chaos And The Calm,Let It Go,2014-12-15,260532,69,13HVjjWUZFaWilh2QUJKsP,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,audio_features,13HVjjWUZFaWilh2QUJKsP,spotify:track:13HVjjWUZFaWilh2QUJKsP,https://api.spotify.com/v1/tracks/13HVjjWUZFaWilh2QUJKsP,https://api.spotify.com/v1/audio-analysis/13HVjjWUZFaWilh2QUJKsP,260533,4
77,NF,Mansion,Paralyzed,2015-03-31,270453,69,5DHQKZCOZhGNTbYBCekWx0,0.51,0.643,0,-6.602,1,0.0485,0.214,3.22e-06,0.101,0.0397,130.081,audio_features,5DHQKZCOZhGNTbYBCekWx0,spotify:track:5DHQKZCOZhGNTbYBCekWx0,https://api.spotify.com/v1/tracks/5DHQKZCOZhGNTbYBCekWx0,https://api.spotify.com/v1/audio-analysis/5DHQKZCOZhGNTbYBCekWx0,270453,4
78,Olivia O'Brien,Complicated,Complicated,2015-08-09,189000,69,226PUvIuxGdceSijXXZRRz,0.657,0.355,7,-12.047,1,0.0715,0.694,0.000425,0.123,0.0808,74.99,audio_features,226PUvIuxGdceSijXXZRRz,spotify:track:226PUvIuxGdceSijXXZRRz,https://api.spotify.com/v1/tracks/226PUvIuxGdceSijXXZRRz,https://api.spotify.com/v1/audio-analysis/226PUvIuxGdceSijXXZRRz,189000,4
79,Tate McRae,i used to think i could fly,chaotic,2022-05-27,175533,69,4bt7eqP7mfWduRBKEpCAzM,0.663,0.374,5,-6.987,1,0.0367,0.54,0.0,0.101,0.351,106.967,audio_features,4bt7eqP7mfWduRBKEpCAzM,spotify:track:4bt7eqP7mfWduRBKEpCAzM,https://api.spotify.com/v1/tracks/4bt7eqP7mfWduRBKEpCAzM,https://api.spotify.com/v1/audio-analysis/4bt7eqP7mfWduRBKEpCAzM,175533,4
80,Sam Smith,How Do You Sleep?,How Do You Sleep?,2019-07-19,202204,69,6b2RcmUt1g9N9mQ3CbjX2Y,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,audio_features,6b2RcmUt1g9N9mQ3CbjX2Y,spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,https://api.spotify.com/v1/tracks/6b2RcmUt1g9N9mQ3CbjX2Y,https://api.spotify.com/v1/audio-analysis/6b2RcmUt1g9N9mQ3CbjX2Y,202205,5
81,Rascal Flatts,Me And My Gang,What Hurts The Most,2006-01-01,214106,69,4bVuIlGQBMWS7vIhcx8Ae4,0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002,audio_features,4bVuIlGQBMWS7vIhcx8Ae4,spotify:track:4bVuIlGQBMWS7vIhcx8Ae4,https://api.spotify.com/v1/tracks/4bVuIlGQBMWS7vIhcx8Ae4,https://api.spotify.com/v1/audio-analysis/4bVuIlGQBMWS7vIhcx8Ae4,214107,4
82,Sia,Fifty Shades Darker (Original Motion Picture Soundtrack),Helium,2017-02-10,252320,69,4S6fv0puLCsfYjyBTPDb9k,0.42,0.396,4,-6.678,1,0.0296,0.551,0.0,0.0708,0.132,136.849,audio_features,4S6fv0puLCsfYjyBTPDb9k,spotify:track:4S6fv0puLCsfYjyBTPDb9k,https://api.spotify.com/v1/tracks/4S6fv0puLCsfYjyBTPDb9k,https://api.spotify.com/v1/audio-analysis/4S6fv0puLCsfYjyBTPDb9k,252320,4
83,James Arthur,James Arthur (Deluxe),Certain Things (feat. Chasing Grace),2013-11-04,233466,68,5zvJELVKAnPkscGc5aLKJI,0.511,0.621,9,-8.751,1,0.123,0.471,9.72e-05,0.0893,0.266,129.885,audio_features,5zvJELVKAnPkscGc5aLKJI,spotify:track:5zvJELVKAnPkscGc5aLKJI,https://api.spotify.com/v1/tracks/5zvJELVKAnPkscGc5aLKJI,https://api.spotify.com/v1/audio-analysis/5zvJELVKAnPkscGc5aLKJI,233467,4
84,Ruth B.,Lost Boy,Lost Boy,2015-08-21,275280,68,4h0zU3O9R5xzuTmNO7dNDU,0.71,0.0565,7,-15.099,1,0.0534,0.965,0.0,0.0889,0.348,123.994,audio_features,4h0zU3O9R5xzuTmNO7dNDU,spotify:track:4h0zU3O9R5xzuTmNO7dNDU,https://api.spotify.com/v1/tracks/4h0zU3O9R5xzuTmNO7dNDU,https://api.spotify.com/v1/audio-analysis/4h0zU3O9R5xzuTmNO7dNDU,275280,4
85,Labrinth,Electronic Earth (Expanded Edition),Beneath Your Beautiful (feat. Emeli Sandé),2012-04-02,271813,68,2EcsgXlxz99UMDSPg5T8RF,0.561,0.522,2,-5.857,1,0.0318,0.227,0.0,0.104,0.238,83.962,audio_features,2EcsgXlxz99UMDSPg5T8RF,spotify:track:2EcsgXlxz99UMDSPg5T8RF,https://api.spotify.com/v1/tracks/2EcsgXlxz99UMDSPg5T8RF,https://api.spotify.com/v1/audio-analysis/2EcsgXlxz99UMDSPg5T8RF,271813,4
86,The Fray,The Fray,Never Say Never,2009-02-02,256613,68,57uX2vR9j9DNiANDYfXw1i,0.23,0.492,8,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.262,160.139,audio_features,57uX2vR9j9DNiANDYfXw1i,spotify:track:57uX2vR9j9DNiANDYfXw1i,https://api.spotify.com/v1/tracks/57uX2vR9j9DNiANDYfXw1i,https://api.spotify.com/v1/audio-analysis/57uX2vR9j9DNiANDYfXw1i,256613,4
87,Joel Adams,Please Don't Go,Please Don't Go,2015-11-06,210580,67,3cNjgVBKTJ1SvKhunrCdVy,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,audio_features,3cNjgVBKTJ1SvKhunrCdVy,spotify:track:3cNjgVBKTJ1SvKhunrCdVy,https://api.spotify.com/v1/tracks/3cNjgVBKTJ1SvKhunrCdVy,https://api.spotify.com/v1/audio-analysis/3cNjgVBKTJ1SvKhunrCdVy,210580,4
88,The Cinematic Orchestra,Ma Fleur,To Build A Home,2007-06-05,370666,67,3AqPL1n1wKc5DVFFnYuJhp,0.264,0.128,9,-15.443,1,0.034,0.885,0.352,0.105,0.0774,148.499,audio_features,3AqPL1n1wKc5DVFFnYuJhp,spotify:track:3AqPL1n1wKc5DVFFnYuJhp,https://api.spotify.com/v1/tracks/3AqPL1n1wKc5DVFFnYuJhp,https://api.spotify.com/v1/audio-analysis/3AqPL1n1wKc5DVFFnYuJhp,370667,4
89,Air Supply,The Vanishing Race,Goodbye,1993-05-07,242853,67,5PihYbt4uNnVt68l5D1SGb,0.401,0.531,3,-6.991,1,0.0301,0.223,1.51e-05,0.149,0.173,130.651,audio_features,5PihYbt4uNnVt68l5D1SGb,spotify:track:5PihYbt4uNnVt68l5D1SGb,https://api.spotify.com/v1/tracks/5PihYbt4uNnVt68l5D1SGb,https://api.spotify.com/v1/audio-analysis/5PihYbt4uNnVt68l5D1SGb,242853,4
90,The 1975,A Brief Inquiry Into Online Relationships,Be My Mistake,2018-11-30,256687,67,18UsAG7SfOQ5sxJEdjAMH0,0.572,0.155,6,-14.405,1,0.0344,0.835,0.000137,0.0906,0.0949,109.923,audio_features,18UsAG7SfOQ5sxJEdjAMH0,spotify:track:18UsAG7SfOQ5sxJEdjAMH0,https://api.spotify.com/v1/tracks/18UsAG7SfOQ5sxJEdjAMH0,https://api.spotify.com/v1/audio-analysis/18UsAG7SfOQ5sxJEdjAMH0,256689,3
91,Clean Bandit,What Is Love? (Deluxe Edition),I Miss You (feat. Julia Michaels),2018-11-30,205986,67,0Ult84lvFuqNvbyXwyRQ58,0.693,0.624,0,-7.482,0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,audio_features,0Ult84lvFuqNvbyXwyRQ58,spotify:track:0Ult84lvFuqNvbyXwyRQ58,https://api.spotify.com/v1/tracks/0Ult84lvFuqNvbyXwyRQ58,https://api.spotify.com/v1/audio-analysis/0Ult84lvFuqNvbyXwyRQ58,205987,4
92,The Script,The Script,Breakeven,2008-07-14,261426,67,1fyysXwSGNtMeqMBLwW3SI,0.63,0.694,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.49,94.034,audio_features,1fyysXwSGNtMeqMBLwW3SI,spotify:track:1fyysXwSGNtMeqMBLwW3SI,https://api.spotify.com/v1/tracks/1fyysXwSGNtMeqMBLwW3SI,https://api.spotify.com/v1/audio-analysis/1fyysXwSGNtMeqMBLwW3SI,261427,4
93,James Arthur,Say You Won't Let Go,Say You Won't Let Go,2016-09-09,211240,67,1Pw5C4N6Fn5E4mGCxmbbVa,0.4,0.564,10,-7.444,1,0.0523,0.693,0.0,0.0863,0.483,99.269,audio_features,1Pw5C4N6Fn5E4mGCxmbbVa,spotify:track:1Pw5C4N6Fn5E4mGCxmbbVa,https://api.spotify.com/v1/tracks/1Pw5C4N6Fn5E4mGCxmbbVa,https://api.spotify.com/v1/audio-analysis/1Pw5C4N6Fn5E4mGCxmbbVa,211240,4
94,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),Make It To Me,2015-11-06,162732,66,13CHIxzN5Z4mbjjADGplNT,0.449,0.376,1,-8.381,1,0.0753,0.604,0.0,0.099,0.281,149.514,audio_features,13CHIxzN5Z4mbjjADGplNT,spotify:track:13CHIxzN5Z4mbjjADGplNT,https://api.spotify.com/v1/tracks/13CHIxzN5Z4mbjjADGplNT,https://api.spotify.com/v1/audio-analysis/13CHIxzN5Z4mbjjADGplNT,162732,4
95,Noah Cyrus,THE END OF EVERYTHING,Lonely,2020-05-15,144377,66,6U1iuA5QfzYRPJxvdcxqtf,0.53,0.281,5,-8.274,1,0.0577,0.798,0.0,0.0928,0.341,122.442,audio_features,6U1iuA5QfzYRPJxvdcxqtf,spotify:track:6U1iuA5QfzYRPJxvdcxqtf,https://api.spotify.com/v1/tracks/6U1iuA5QfzYRPJxvdcxqtf,https://api.spotify.com/v1/audio-analysis/6U1iuA5QfzYRPJxvdcxqtf,144377,4
96,Leona Lewis,Spirit,Better in Time,2007,234173,66,2iXBZ32Fz5VDCLeE0JIdX5,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,audio_features,2iXBZ32Fz5VDCLeE0JIdX5,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5,https://api.spotify.com/v1/tracks/2iXBZ32Fz5VDCLeE0JIdX5,https://api.spotify.com/v1/audio-analysis/2iXBZ32Fz5VDCLeE0JIdX5,234173,4
97,Niall Horan,Flicker (Deluxe),Too Much To Ask,2017-10-20,223043,66,39jXnbACjiaiTwwhsr5sY5,0.443,0.533,0,-6.548,1,0.0396,0.371,0.0,0.128,0.201,77.344,audio_features,39jXnbACjiaiTwwhsr5sY5,spotify:track:39jXnbACjiaiTwwhsr5sY5,https://api.spotify.com/v1/tracks/39jXnbACjiaiTwwhsr5sY5,https://api.spotify.com/v1/audio-analysis/39jXnbACjiaiTwwhsr5sY5,223044,4
98,Bazzi,COSMIC,Why,2018-04-12,148259,66,7lozLnUfzcgEpMMVQI7yhA,0.676,0.67,8,-6.584,1,0.0374,0.353,0.0,0.103,0.54,113.01,audio_features,7lozLnUfzcgEpMMVQI7yhA,spotify:track:7lozLnUfzcgEpMMVQI7yhA,https://api.spotify.com/v1/tracks/7lozLnUfzcgEpMMVQI7yhA,https://api.spotify.com/v1/audio-analysis/7lozLnUfzcgEpMMVQI7yhA,148260,4
99,SYML,Hurt for Me,Where’s My Love - Alternate Version,2016-11-18,248333,66,5IH7HQEWhToZnMQTZRzp1H,0.382,0.219,0,-11.805,0,0.0318,0.904,0.0196,0.108,0.161,103.768,audio_features,5IH7HQEWhToZnMQTZRzp1H,spotify:track:5IH7HQEWhToZnMQTZRzp1H,https://api.spotify.com/v1/tracks/5IH7HQEWhToZnMQTZRzp1H,https://api.spotify.com/v1/audio-analysis/5IH7HQEWhToZnMQTZRzp1H,248333,4
100,Jungle,Volcano,Back On 74,2023-08-11,209482,84,19kHhX6f6EfLU7rcO3RqjO,0.62,0.761,10,-7.282,0,0.175,0.207,0.000147,0.269,0.194,146.003,audio_features,19kHhX6f6EfLU7rcO3RqjO,spotify:track:19kHhX6f6EfLU7rcO3RqjO,https://api.spotify.com/v1/tracks/19kHhX6f6EfLU7rcO3RqjO,https://api.spotify.com/v1/audio-analysis/19kHhX6f6EfLU7rcO3RqjO,209483,4
101,Meghan Trainor,Been Like This,Been Like This,2024-03-14,145765,79,3t7MOVjzXyqT7vPw4eNrAV,0.71,0.707,5,-5.092,0,0.0763,0.253,0.0,0.314,0.8,119.963,audio_features,3t7MOVjzXyqT7vPw4eNrAV,spotify:track:3t7MOVjzXyqT7vPw4eNrAV,https://api.spotify.com/v1/tracks/3t7MOVjzXyqT7vPw4eNrAV,https://api.spotify.com/v1/audio-analysis/3t7MOVjzXyqT7vPw4eNrAV,145765,4
102,Glass Animals,Dreamland,Heat Waves,2020-08-07,238805,87,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805,4
103,Dasha,What Happens Now?,Austin,2024-02-16,171782,82,2uqYupMHANxnwgeiXTZXzd,0.756,0.672,0,-6.743,1,0.0522,0.464,3.37e-06,0.108,0.739,114.935,audio_features,2uqYupMHANxnwgeiXTZXzd,spotify:track:2uqYupMHANxnwgeiXTZXzd,https://api.spotify.com/v1/tracks/2uqYupMHANxnwgeiXTZXzd,https://api.spotify.com/v1/audio-analysis/2uqYupMHANxnwgeiXTZXzd,171783,4
104,Mark Ambor,Belong Together,Belong Together,2024-02-16,148317,84,5uQ7de4EWjb3rkcFxyEOpu,0.646,0.668,2,-5.203,1,0.0282,0.491,0.0,0.212,0.64,90.969,audio_features,5uQ7de4EWjb3rkcFxyEOpu,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu,https://api.spotify.com/v1/audio-analysis/5uQ7de4EWjb3rkcFxyEOpu,148318,4
105,David Guetta,I Don't Wanna Wait,I Don't Wanna Wait,2024-04-05,149667,0,331l3xABO0HMr1Kkyh2LZq,0.681,0.714,1,-4.617,0,0.0309,0.0375,0.0,0.232,0.554,129.976,audio_features,331l3xABO0HMr1Kkyh2LZq,spotify:track:331l3xABO0HMr1Kkyh2LZq,https://api.spotify.com/v1/tracks/331l3xABO0HMr1Kkyh2LZq,https://api.spotify.com/v1/audio-analysis/331l3xABO0HMr1Kkyh2LZq,149668,4
106,Beyoncé,COWBOY CARTER,TEXAS HOLD 'EM,2024-03-29,233456,83,7wLShogStyDeZvL0a6daN5,0.727,0.711,2,-6.549,1,0.078,0.582,0.0,0.158,0.375,110.012,audio_features,7wLShogStyDeZvL0a6daN5,spotify:track:7wLShogStyDeZvL0a6daN5,https://api.spotify.com/v1/tracks/7wLShogStyDeZvL0a6daN5,https://api.spotify.com/v1/audio-analysis/7wLShogStyDeZvL0a6daN5,233457,4
107,Sabrina Carpenter,emails i can’t send fwd:,Feather,2023-03-17,185552,90,2Zo1PcszsT9WQ0ANntJbID,0.787,0.686,6,-4.37,0,0.0339,0.0893,0.0,0.0927,0.836,123.51,audio_features,2Zo1PcszsT9WQ0ANntJbID,spotify:track:2Zo1PcszsT9WQ0ANntJbID,https://api.spotify.com/v1/tracks/2Zo1PcszsT9WQ0ANntJbID,https://api.spotify.com/v1/audio-analysis/2Zo1PcszsT9WQ0ANntJbID,185553,4
